Airport,Terminal,Date,Hour,U.S. Citizen,,Non U.S. Citizen,,All,,,,,,,,,,,,
,,,,,,,,Wait Times,,Number Of Passengers Time Interval,,,,,,,,,,
,,,,Average Wait,Max Wait,Average Wait,Max Wait,Average Wait,Max Wait,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
,,,,Time,Time,Time,Time,Time,Time,,,,,,,,,,,
ORD,Terminal 5,01-12-2017,2000 - 2100,6,28,21,53,15,53,331,141,60,22,0,0,0,36,590,2,16
ORD,Terminal 5,01-12-2017,2100 - 2200,13,54,29,56,18,56,286,127,86,40,0,0,0,17,556,4,14
ORD,Terminal 5,01-12-2017,2300 - 0000,11,42,18,40,14,42,171,64,30,0,0,0,0,14,279,2,7
ORD,Terminal 5,1/13/2017,0000 - 0100,10,28,12,28,11,28,179,77,0,0,0,0,0,11,267,2,5
ORD,Terminal 5,1/13/2017,0400 - 0500,9,22,12,22,10,22,88,25,0,0,0,0,0,6,119,1,8
ORD,Terminal 5,1/13/2017,0600 - 0700,9,49,27,53,21,53,276,108,160,50,0,0,0,17,611,2,11
ORD,Terminal 5,1/13/2017,0700 - 0800,5,21,14,34,11,34,292,120,10,0,0,0,0,13,435,2,13
ORD,Terminal 5,1/13/2017,0900 - 1000,17,28,24,28,19,28,8,60,0,0,0,0,0,5,73,1,7
ORD,Terminal 5,1/13/2017,1000 - 1100,6,30,13,31,10,31,253,80,4,0,0,0,0,11,348,2,12
ORD,Terminal 5,1/13/2017,1100 - 1200,10,45,22,55,16,55,565,289,133,36,0,0,0,42,1065,5,22
ORD,Terminal 5,1/13/2017,1200 - 1300,11,31,14,29,12,31,170,83,1,0,0,0,0,13,267,2,21
ORD,Terminal 5,1/13/2017,1300 - 1400,6,37,12,35,8,37,806,145,9,0,0,0,0,39,999,6,28
ORD,Terminal 5,1/13/2017,1400 - 1500,10,46,22,69,15,69,1238,555,179,40,7,0,0,89,2108,9,28
ORD,Terminal 5,1/13/2017,1500 - 1600,10,80,35,86,20,86,571,177,141,68,54,0,0,39,1050,6,23
ORD,Terminal 5,1/13/2017,1600 - 1700,6,55,41,89,23,89,770,98,234,189,107,0,0,56,1454,7,28
ORD,Terminal 5,1/13/2017,1700 - 1800,14,52,20,51,15,52,458,257,70,5,0,0,0,32,822,5,11
ORD,Terminal 5,1/13/2017,1800 - 1900,12,30,23,50,14,50,651,334,75,7,0,0,0,40,1107,9,16
ORD,Terminal 5,1/13/2017,1900 - 2000,11,57,30,67,18,67,560,218,158,72,14,0,0,44,1066,6,20
ORD,Terminal 5,1/13/2017,2000 - 2100,17,98,48,105,31,105,242,142,92,63,77,26,0,29,671,2,21
ORD,Terminal 5,1/13/2017,2100 - 2200,12,54,53,89,38,89,86,19,25,23,73,0,0,9,235,1,9
ORD,Terminal 5,1/13/2017,2200 - 2300,15,32,19,34,16,34,61,59,9,0,0,0,0,6,135,1,6
ORD,Terminal 5,1/13/2017,2300 - 0000,21,58,28,63,23,63,195,86,82,65,3,0,0,18,449,3,6
ORD,Terminal 5,1/14/2017,0000 - 0100,28,47,31,47,29,47,34,56,106,13,0,0,0,6,215,2,6
ORD,Terminal 5,1/14/2017,0400 - 0500,10,31,18,34,14,34,61,38,8,0,0,0,0,4,111,1,6
ORD,Terminal 5,1/14/2017,0500 - 0600,13,39,28,46,21,46,130,91,93,3,0,0,0,12,329,1,13
ORD,Terminal 5,1/14/2017,0700 - 0800,5,21,9,25,8,25,356,70,0,0,0,0,0,13,439,2,15
ORD,Terminal 5,1/14/2017,0800 - 0900,7,29,21,42,17,42,223,166,85,0,0,0,0,14,488,2,15
ORD,Terminal 5,1/14/2017,0900 - 1000,2,28,12,30,10,30,204,97,0,0,0,0,0,13,314,2,13
ORD,Terminal 5,1/14/2017,1100 - 1200,5,43,25,55,16,55,550,186,177,54,0,0,0,42,1009,5,22
ORD,Terminal 5,1/14/2017,1200 - 1300,13,36,16,38,14,38,504,343,44,0,0,0,0,37,928,5,26
ORD,Terminal 5,1/14/2017,1300 - 1400,6,23,11,29,9,29,812,188,0,0,0,0,0,30,1030,6,28
ORD,Terminal 5,1/14/2017,1400 - 1500,10,67,16,67,13,67,1386,623,102,15,7,0,0,76,2209,8,33
ORD,Terminal 5,1/14/2017,1500 - 1600,12,66,45,92,27,92,872,432,161,210,262,8,0,73,2018,11,29
ORD,Terminal 5,1/14/2017,1600 - 1700,9,64,28,68,14,68,858,230,58,51,35,0,0,47,1279,7,23
ORD,Terminal 5,1/14/2017,1700 - 1800,11,47,16,46,13,47,1109,228,239,7,0,0,0,61,1644,12,23
ORD,Terminal 5,1/14/2017,1800 - 1900,10,44,13,46,11,46,1039,337,27,1,0,0,0,53,1457,10,18
ORD,Terminal 5,1/14/2017,1900 - 2000,13,51,17,52,14,52,1175,541,102,37,0,0,0,70,1925,11,20
ORD,Terminal 5,1/14/2017,2000 - 2100,9,28,22,36,15,36,127,81,14,0,0,0,0,7,229,1,17
ORD,Terminal 5,1/14/2017,2100 - 2200,7,17,11,13,7,17,115,13,0,0,0,0,0,3,131,1,4
ORD,Terminal 5,1/14/2017,2200 - 2300,7,15,8,14,7,15,176,0,0,0,0,0,0,6,182,1,7
ORD,Terminal 5,1/14/2017,2300 - 0000,19,44,18,43,18,44,214,110,107,0,0,0,0,10,441,3,6
ORD,Terminal 5,1/15/2017,0000 - 0100,11,26,15,26,12,26,92,43,0,0,0,0,0,8,143,1,5
ORD,Terminal 5,1/15/2017,0200 - 0300,10,22,9,22,10,22,93,46,0,0,0,0,0,3,142,1,5
ORD,Terminal 5,1/15/2017,0500 - 0600,9,31,16,32,11,32,92,35,5,0,0,0,0,4,136,1,6
ORD,Terminal 5,1/15/2017,0600 - 0700,9,40,20,43,17,43,312,172,107,0,0,0,0,17,608,2,13
ORD,Terminal 5,1/15/2017,0700 - 0800,7,37,21,41,19,41,94,63,63,0,0,0,0,5,225,1,13
ORD,Terminal 5,1/15/2017,0800 - 0900,6,25,13,36,11,36,323,110,31,0,0,0,0,15,479,2,12
ORD,Terminal 5,1/15/2017,0900 - 1000,11,74,33,81,32,81,71,70,49,44,30,0,0,8,272,2,12
ORD,Terminal 5,1/15/2017,1000 - 1100,11,56,27,60,14,60,281,178,44,17,0,0,0,23,543,4,8
ORD,Terminal 5,1/15/2017,1100 - 1200,17,76,62,89,43,89,277,92,112,122,372,0,0,39,1014,5,33
ORD,Terminal 5,1/15/2017,1200 - 1300,15,74,45,75,30,75,321,108,91,183,88,0,0,26,817,4,23
ORD,Terminal 5,1/15/2017,1300 - 1400,12,47,13,47,13,47,876,338,61,8,0,0,0,48,1331,7,33
ORD,Terminal 5,1/15/2017,1400 - 1500,10,38,21,44,18,44,597,549,229,0,0,0,0,62,1437,6,33
ORD,Terminal 5,1/15/2017,1500 - 1600,13,63,32,83,22,83,873,451,272,143,89,0,0,75,1903,9,30
ORD,Terminal 5,1/15/2017,1600 - 1700,9,74,34,91,22,91,800,334,245,114,86,2,0,54,1635,9,28
ORD,Terminal 5,1/15/2017,1700 - 1800,13,41,18,39,14,41,490,336,73,0,0,0,0,41,940,6,13
ORD,Terminal 5,1/15/2017,1800 - 1900,11,35,14,39,11,39,1099,418,40,0,0,0,0,58,1615,10,19
ORD,Terminal 5,1/15/2017,1900 - 2000,9,38,28,55,19,55,573,273,181,88,0,0,0,51,1166,4,25
ORD,Terminal 5,1/15/2017,2000 - 2100,7,19,8,19,8,19,370,63,0,0,0,0,0,13,446,2,21
ORD,Terminal 5,1/15/2017,2100 - 2200,18,47,26,54,20,54,144,209,47,11,0,0,0,13,424,2,14
ORD,Terminal 5,1/15/2017,2200 - 2300,20,57,18,57,19,57,70,39,27,9,0,0,0,8,153,1,6
ORD,Terminal 5,1/15/2017,2300 - 0000,17,51,29,51,22,51,60,25,35,13,0,0,0,3,136,1,8
ORD,Terminal 5,1/16/2017,0000 - 0100,25,42,20,43,24,43,82,105,114,0,0,0,0,10,311,2,7
ORD,Terminal 5,1/16/2017,0500 - 0600,10,59,34,60,23,60,154,56,52,62,0,0,0,17,341,1,9
ORD,Terminal 5,1/16/2017,0700 - 0800,7,70,29,85,26,85,298,139,126,88,73,0,0,26,750,3,12
ORD,Terminal 5,1/16/2017,0800 - 0900,7,52,31,54,24,54,99,47,71,33,0,0,0,14,264,1,12
ORD,Terminal 5,1/16/2017,0900 - 1000,7,26,47,78,45,78,13,28,63,64,45,0,0,7,220,1,13
ORD,Terminal 5,1/16/2017,1000 - 1100,7,33,23,38,19,38,47,66,20,0,0,0,0,4,137,2,11
ORD,Terminal 5,1/16/2017,1100 - 1200,5,19,9,21,7,21,246,29,0,0,0,0,0,9,284,2,15
ORD,Terminal 5,1/16/2017,1200 - 1300,8,36,17,38,13,38,580,270,63,0,0,0,0,44,957,4,30
ORD,Terminal 5,1/16/2017,1300 - 1400,13,57,22,58,19,58,794,375,252,110,0,0,0,61,1592,7,34
ORD,Terminal 5,1/16/2017,1400 - 1500,8,32,16,52,12,52,1116,456,54,17,0,0,0,59,1702,7,28
ORD,Terminal 5,1/16/2017,1500 - 1600,7,37,22,60,16,60,781,215,165,92,0,0,0,37,1290,6,26
ORD,Terminal 5,1/16/2017,1600 - 1700,13,68,36,75,24,75,612,272,276,226,35,0,0,55,1476,7,24
ORD,Terminal 5,1/16/2017,1700 - 1800,9,41,45,101,23,101,604,158,94,70,124,12,0,39,1101,6,23
ORD,Terminal 5,1/16/2017,1800 - 1900,19,59,26,65,22,65,525,286,291,98,14,0,0,46,1260,8,20
ORD,Terminal 5,1/16/2017,1900 - 2000,12,39,22,53,16,53,472,301,72,33,0,0,0,46,924,4,22
ORD,Terminal 5,1/16/2017,2000 - 2100,8,23,9,23,8,23,392,55,0,0,0,0,0,18,465,2,18
ORD,Terminal 5,1/16/2017,2100 - 2200,3,14,5,14,4,14,407,0,0,0,0,0,0,17,424,3,7
ORD,Terminal 5,1/16/2017,2200 - 2300,6,21,9,21,7,21,122,21,0,0,0,0,0,3,146,1,7
ORD,Terminal 5,1/16/2017,2300 - 0000,10,34,9,30,10,34,146,26,3,0,0,0,0,8,183,1,8
ORD,Terminal 5,1/17/2017,0000 - 0100,10,30,15,30,12,30,139,78,0,0,0,0,0,7,224,2,8
ORD,Terminal 5,1/17/2017,0600 - 0700,10,42,18,42,16,42,324,175,78,0,0,0,0,23,600,2,9
ORD,Terminal 5,1/17/2017,0700 - 0800,9,35,27,62,22,62,220,69,61,66,10,0,0,30,456,2,11
ORD,Terminal 5,1/17/2017,0900 - 1000,10,72,42,94,33,94,181,90,52,74,97,1,0,17,512,3,11
ORD,Terminal 5,1/17/2017,1000 - 1100,6,43,39,61,17,61,112,16,3,31,1,0,0,8,171,1,11
ORD,Terminal 5,1/17/2017,1100 - 1200,10,59,27,60,18,60,300,70,94,54,0,0,0,16,534,3,22
ORD,Terminal 5,1/17/2017,1200 - 1300,10,87,38,102,26,102,314,171,145,59,52,25,0,29,795,5,24
ORD,Terminal 5,1/17/2017,1300 - 1400,13,57,28,64,21,64,444,212,220,84,8,0,0,29,997,5,19
ORD,Terminal 5,1/17/2017,1400 - 1500,11,65,27,96,19,96,605,269,182,54,23,5,0,68,1206,5,24
ORD,Terminal 5,1/17/2017,1500 - 1600,11,77,54,127,30,127,663,138,92,63,185,74,15,39,1269,6,22
ORD,Terminal 5,1/17/2017,1600 - 1700,7,47,45,91,32,91,292,35,69,160,118,1,0,22,697,3,23
ORD,Terminal 5,1/17/2017,1700 - 1800,9,44,18,48,12,48,558,180,44,9,0,0,0,27,818,5,17
ORD,Terminal 5,1/17/2017,1800 - 1900,14,79,32,81,19,81,794,615,126,105,53,0,0,117,1810,10,21
ORD,Terminal 5,1/17/2017,1900 - 2000,11,54,34,80,21,80,345,156,27,70,45,0,0,21,664,3,16
ORD,Terminal 5,1/17/2017,2000 - 2100,9,31,21,38,15,38,132,37,33,0,0,0,0,5,207,1,12
ORD,Terminal 5,1/17/2017,2100 - 2200,3,8,6,7,3,8,90,0,0,0,0,0,0,0,90,1,6
ORD,Terminal 5,1/17/2017,2200 - 2300,12,28,15,28,12,28,87,51,0,0,0,0,0,7,145,1,7
ORD,Terminal 5,1/17/2017,2300 - 0000,15,45,27,45,19,45,176,130,114,0,0,0,0,16,436,3,8
ORD,Terminal 5,1/18/2017,0600 - 0700,10,36,19,40,15,40,189,99,35,0,0,0,0,9,332,1,11
ORD,Terminal 5,1/18/2017,0700 - 0800,9,27,20,37,18,37,202,184,61,0,0,0,0,17,464,2,12
ORD,Terminal 5,1/18/2017,0800 - 0900,3,21,6,21,5,21,189,27,0,0,0,0,0,5,221,1,12
ORD,Terminal 5,1/18/2017,0900 - 1000,9,29,13,29,12,29,173,84,0,0,0,0,0,8,265,1,12
ORD,Terminal 5,1/18/2017,1000 - 1100,3,19,5,21,4,21,182,6,0,0,0,0,0,8,196,2,10
ORD,Terminal 5,1/18/2017,1100 - 1200,12,51,27,54,20,54,453,203,208,74,0,0,0,36,974,6,25
ORD,Terminal 5,1/18/2017,1200 - 1300,7,33,12,35,9,35,483,111,14,0,0,0,0,20,628,4,24
ORD,Terminal 5,1/18/2017,1300 - 1400,20,36,23,36,21,36,28,90,14,0,0,0,0,4,136,1,18
ORD,Terminal 5,1/18/2017,1400 - 1500,8,53,16,56,12,56,1374,283,119,32,0,0,0,129,1937,8,27
ORD,Terminal 5,1/18/2017,1500 - 1600,11,77,35,78,21,78,364,158,74,55,50,0,0,29,730,4,17
ORD,Terminal 5,1/18/2017,1600 - 1700,8,36,21,45,13,45,776,299,123,0,0,0,0,95,1293,6,24
ORD,Terminal 5,1/18/2017,1700 - 1800,13,36,8,29,12,36,517,253,18,0,0,0,0,30,818,6,10
ORD,Terminal 5,1/18/2017,1800 - 1900,9,46,14,48,11,48,952,243,71,3,0,0,0,96,1365,9,22
ORD,Terminal 5,1/18/2017,1900 - 2000,11,34,19,37,14,37,605,347,57,0,0,0,0,36,1045,5,16
ORD,Terminal 5,1/18/2017,2000 - 2100,7,35,19,37,13,37,155,45,22,0,0,0,0,8,230,1,8
ORD,Terminal 5,1/18/2017,2100 - 2200,4,12,7,11,4,12,92,0,0,0,0,0,0,3,95,1,4
ORD,Terminal 5,1/18/2017,2200 - 2300,16,29,17,29,16,29,60,74,0,0,0,0,0,3,137,1,9
ORD,Terminal 5,1/18/2017,2300 - 0000,10,35,15,36,11,36,274,123,10,0,0,0,0,10,417,3,9
ORD,Terminal 5,1/19/2017,0600 - 0700,11,47,27,51,22,51,229,149,153,52,0,0,0,20,603,2,13
ORD,Terminal 5,1/19/2017,0700 - 0800,4,17,7,19,6,19,333,26,0,0,0,0,0,12,371,2,15
ORD,Terminal 5,1/19/2017,0800 - 0900,7,20,10,21,9,21,184,47,0,0,0,0,0,11,242,1,14
ORD,Terminal 5,1/19/2017,0900 - 1000,3,14,14,31,12,31,164,101,3,0,0,0,0,9,277,2,14
ORD,Terminal 5,1/19/2017,1000 - 1100,7,24,14,24,9,24,118,25,0,0,0,0,0,7,150,1,12
ORD,Terminal 5,1/19/2017,1100 - 1200,5,28,10,31,7,31,389,80,2,0,0,0,0,21,492,3,16
ORD,Terminal 5,1/19/2017,1200 - 1300,9,28,13,31,11,31,477,226,2,0,0,0,0,38,743,4,27
ORD,Terminal 5,1/19/2017,1300 - 1400,15,48,18,51,16,51,448,225,136,19,0,0,0,89,917,5,23
ORD,Terminal 5,1/19/2017,1400 - 1500,13,47,15,44,14,47,456,251,99,2,0,0,0,65,873,6,20
ORD,Terminal 5,1/19/2017,1500 - 1600,11,54,23,56,16,56,675,380,199,22,0,0,0,102,1378,9,27
ORD,Terminal 5,1/19/2017,1600 - 1700,8,22,15,29,11,29,258,100,0,0,0,0,0,12,370,2,19
ORD,Terminal 5,1/19/2017,1700 - 1800,8,27,17,43,12,43,480,199,57,0,0,0,0,31,767,5,19
ORD,Terminal 5,1/19/2017,1800 - 1900,7,36,11,40,8,40,1053,203,10,0,0,0,0,115,1381,12,24
ORD,Terminal 5,1/19/2017,1900 - 2000,6,20,8,20,6,20,309,27,0,0,0,0,0,11,347,2,16
ORD,Terminal 5,1/19/2017,2000 - 2100,5,22,9,21,7,22,145,17,0,0,0,0,0,6,168,1,14
ORD,Terminal 5,1/19/2017,2100 - 2200,2,6,4,4,2,6,35,0,0,0,0,0,0,2,37,1,2
ORD,Terminal 5,1/19/2017,2200 - 2300,8,24,12,24,10,24,83,32,0,0,0,0,0,4,119,1,8
ORD,Terminal 5,1/19/2017,2300 - 0000,5,25,10,25,7,25,118,23,0,0,0,0,0,3,144,1,7
ORD,Terminal 5,1/20/2017,0000 - 0100,16,36,15,32,16,36,122,103,24,0,0,0,0,6,255,2,8
ORD,Terminal 5,1/20/2017,0400 - 0500,20,38,26,39,25,39,17,49,36,0,0,0,0,3,105,1,9
ORD,Terminal 5,1/20/2017,0600 - 0700,18,116,43,115,35,116,200,102,75,76,99,21,0,19,592,2,12
ORD,Terminal 5,1/20/2017,0700 - 0800,3,34,24,43,16,43,92,17,52,0,0,0,0,6,167,1,11
ORD,Terminal 5,1/20/2017,0900 - 1000,6,37,13,38,10,38,346,87,29,0,0,0,0,17,479,3,12
ORD,Terminal 5,1/20/2017,1000 - 1100,3,27,13,26,6,27,182,37,0,0,0,0,0,10,229,2,10
ORD,Terminal 5,1/20/2017,1100 - 1200,12,66,35,77,25,77,344,76,124,125,52,0,0,31,752,5,23
ORD,Terminal 5,1/20/2017,1200 - 1300,6,55,27,64,13,64,789,152,83,77,10,0,0,45,1156,5,24
ORD,Terminal 5,1/20/2017,1300 - 1400,13,57,28,57,20,57,416,423,214,57,0,0,0,44,1154,7,29
ORD,Terminal 5,1/20/2017,1400 - 1500,10,35,15,36,11,36,751,391,19,0,0,0,0,49,1210,7,28
ORD,Terminal 5,1/20/2017,1500 - 1600,8,23,11,22,9,23,631,136,0,0,0,0,0,30,797,4,23
ORD,Terminal 5,1/20/2017,1600 - 1700,8,35,16,36,11,36,749,276,49,0,0,0,0,43,1117,6,24
ORD,Terminal 5,1/20/2017,1700 - 1800,15,55,29,71,19,71,753,433,212,86,18,0,0,62,1564,11,22
ORD,Terminal 5,1/20/2017,1800 - 1900,13,67,41,72,21,72,489,219,36,105,59,0,0,36,944,5,26
ORD,Terminal 5,1/20/2017,1900 - 2000,9,30,15,34,11,34,670,281,8,0,0,0,0,34,993,5,23
ORD,Terminal 5,1/20/2017,2000 - 2100,3,21,8,22,6,22,147,27,0,0,0,0,0,6,180,1,10
ORD,Terminal 5,1/20/2017,2100 - 2200,6,11,0,0,6,11,83,0,0,0,0,0,0,3,86,1,10
ORD,Terminal 5,1/20/2017,2300 - 0000,14,50,24,49,19,50,184,128,85,16,0,0,0,21,434,3,6
ORD,Terminal 5,1/21/2017,0000 - 0100,24,48,31,63,27,63,41,84,85,8,3,0,0,5,226,2,6
ORD,Terminal 5,1/21/2017,0500 - 0600,7,21,13,24,10,24,61,28,0,0,0,0,0,4,93,1,7
ORD,Terminal 5,1/21/2017,0600 - 0700,1,14,9,22,7,22,206,55,0,0,0,0,0,8,269,1,11
ORD,Terminal 5,1/21/2017,0700 - 0800,10,32,14,32,12,32,338,135,12,0,0,0,0,21,506,2,12
ORD,Terminal 5,1/21/2017,0800 - 0900,0,7,2,11,1,11,167,0,0,0,0,0,0,6,173,1,10
ORD,Terminal 5,1/21/2017,0900 - 1000,5,14,21,39,19,39,81,79,46,0,0,0,0,3,209,1,10
ORD,Terminal 5,1/21/2017,1000 - 1100,13,26,14,32,13,32,116,65,8,0,0,0,0,7,196,2,10
ORD,Terminal 5,1/21/2017,1100 - 1200,21,101,46,103,33,103,511,211,220,165,250,34,0,50,1441,8,23
ORD,Terminal 5,1/21/2017,1200 - 1300,13,79,45,83,31,83,305,89,53,137,123,0,0,35,742,3,25
ORD,Terminal 5,1/21/2017,1300 - 1400,11,86,52,100,33,100,666,226,151,160,342,44,0,68,1657,9,31
ORD,Terminal 5,1/21/2017,1400 - 1500,12,102,44,117,24,117,758,307,87,28,148,63,0,59,1450,9,19
ORD,Terminal 5,1/21/2017,1500 - 1600,13,90,45,97,21,97,919,436,110,48,199,3,0,65,1780,10,25
ORD,Terminal 5,1/21/2017,1600 - 1700,21,75,40,83,29,83,297,339,334,99,96,0,0,54,1219,6,24
ORD,Terminal 5,1/21/2017,1700 - 1800,15,68,41,79,19,79,714,328,133,55,51,0,0,48,1329,9,15
ORD,Terminal 5,1/21/2017,1800 - 1900,15,68,37,83,21,83,954,641,107,60,191,0,0,70,2023,14,20
ORD,Terminal 5,1/21/2017,1900 - 2000,25,65,40,71,28,71,159,534,265,79,37,0,0,49,1123,8,18
ORD,Terminal 5,1/21/2017,2100 - 2200,5,13,6,11,5,13,288,0,0,0,0,0,0,6,294,2,9
ORD,Terminal 5,1/21/2017,2200 - 2300,16,39,18,39,17,39,226,226,35,0,0,0,0,16,503,3,11
ORD,Terminal 5,1/22/2017,0000 - 0100,10,27,9,27,10,27,173,76,0,0,0,0,0,7,256,2,5
ORD,Terminal 5,1/22/2017,0600 - 0700,10,74,36,74,27,74,260,84,83,88,70,0,0,13,598,2,12
ORD,Terminal 5,1/22/2017,0700 - 0800,7,21,14,43,13,43,120,57,13,0,0,0,0,6,196,1,12
ORD,Terminal 5,1/22/2017,0800 - 0900,1,20,15,36,13,36,119,74,22,0,0,0,0,9,224,1,10
ORD,Terminal 5,1/22/2017,0900 - 1000,9,25,19,38,17,38,103,85,44,0,0,0,0,7,239,2,11
ORD,Terminal 5,1/22/2017,1000 - 1100,15,48,20,52,17,52,398,218,104,10,0,0,0,35,765,6,11
ORD,Terminal 5,1/22/2017,1100 - 1200,6,55,34,61,18,61,266,44,89,59,2,0,0,17,477,3,14
ORD,Terminal 5,1/22/2017,1200 - 1300,15,65,36,75,26,75,704,412,265,300,96,0,0,63,1840,10,34
ORD,Terminal 5,1/22/2017,1300 - 1400,15,65,30,65,24,65,371,378,342,91,7,0,0,40,1229,6,32
ORD,Terminal 5,1/22/2017,1400 - 1500,8,44,12,44,10,44,952,123,67,0,0,0,0,41,1183,6,27
ORD,Terminal 5,1/22/2017,1500 - 1600,11,44,14,47,12,47,860,288,55,5,0,0,0,43,1251,6,31
ORD,Terminal 5,1/22/2017,1600 - 1700,12,41,13,38,13,41,894,349,98,0,0,0,0,48,1389,8,23
ORD,Terminal 5,1/22/2017,1700 - 1800,17,57,17,54,17,57,777,344,253,32,0,0,0,57,1463,9,27
ORD,Terminal 5,1/22/2017,1800 - 1900,11,42,17,40,13,42,841,343,75,0,0,0,0,46,1305,8,19
ORD,Terminal 5,1/22/2017,1900 - 2000,12,42,18,43,14,43,681,429,65,0,0,0,0,43,1218,6,16
ORD,Terminal 5,1/22/2017,2200 - 2300,10,32,16,31,10,32,235,60,6,0,0,0,0,12,313,2,6
ORD,Terminal 5,1/22/2017,2300 - 0000,14,32,19,32,17,32,69,59,13,0,0,0,0,8,149,1,8
ORD,Terminal 5,1/23/2017,0000 - 0100,7,21,8,21,8,21,185,43,0,0,0,0,0,9,237,2,8
ORD,Terminal 5,1/23/2017,0600 - 0700,13,85,53,106,40,106,219,62,58,47,133,53,0,26,598,2,12
ORD,Terminal 5,1/23/2017,0700 - 0800,6,27,31,74,25,74,110,11,1,16,44,0,0,6,188,1,11
ORD,Terminal 5,1/23/2017,0800 - 0900,9,45,32,71,28,71,152,74,77,66,37,0,0,17,423,2,13
ORD,Terminal 5,1/23/2017,0900 - 1000,14,50,28,52,22,52,77,45,43,25,0,0,0,9,199,1,14
ORD,Terminal 5,1/23/2017,1000 - 1100,4,16,4,20,4,20,202,7,0,0,0,0,0,7,216,3,11
ORD,Terminal 5,1/23/2017,1100 - 1200,10,40,17,43,14,43,314,171,52,0,0,0,0,23,560,3,18
ORD,Terminal 5,1/23/2017,1200 - 1300,8,35,18,38,14,38,454,276,70,0,0,0,0,36,836,5,29
ORD,Terminal 5,1/23/2017,1300 - 1400,11,45,18,57,15,57,737,345,115,27,0,0,0,99,1323,6,27
ORD,Terminal 5,1/23/2017,1400 - 1500,5,21,7,25,6,25,1018,70,0,0,0,0,0,43,1131,8,24
ORD,Terminal 5,1/23/2017,1500 - 1600,6,23,9,23,7,23,770,63,0,0,0,0,0,27,860,5,24
ORD,Terminal 5,1/23/2017,1600 - 1700,11,58,23,64,18,64,675,300,224,46,11,0,0,45,1301,6,30
ORD,Terminal 5,1/23/2017,1700 - 1800,12,42,13,42,13,42,731,356,68,0,0,0,0,45,1200,8,14
ORD,Terminal 5,1/23/2017,1800 - 1900,13,37,12,34,13,37,958,456,72,0,0,0,0,99,1585,11,22
ORD,Terminal 5,1/23/2017,1900 - 2000,7,24,7,22,7,24,540,32,0,0,0,0,0,17,589,3,21
ORD,Terminal 5,1/23/2017,2000 - 2100,3,16,6,17,5,17,198,7,0,0,0,0,0,8,213,1,20
ORD,Terminal 5,1/23/2017,2100 - 2200,3,9,4,8,3,9,101,0,0,0,0,0,0,4,105,1,9
ORD,Terminal 5,1/23/2017,2200 - 2300,7,21,10,23,8,23,97,20,0,0,0,0,0,4,121,1,7
ORD,Terminal 5,1/23/2017,2300 - 0000,8,27,8,27,8,27,146,48,0,0,0,0,0,5,199,2,7
ORD,Terminal 5,1/24/2017,0000 - 0100,22,38,28,38,24,38,17,79,39,0,0,0,0,5,140,1,7
ORD,Terminal 5,1/24/2017,0600 - 0700,10,37,31,82,25,82,205,155,93,25,57,0,0,25,560,2,9
ORD,Terminal 5,1/24/2017,0700 - 0800,4,41,24,60,19,60,203,27,66,47,0,0,0,9,352,2,9
ORD,Terminal 5,1/24/2017,0800 - 0900,11,24,27,61,25,61,57,78,46,27,1,0,0,7,216,1,9
ORD,Terminal 5,1/24/2017,0900 - 1000,7,39,22,39,15,39,107,44,28,0,0,0,0,6,185,1,11
ORD,Terminal 5,1/24/2017,1000 - 1100,2,12,4,16,3,16,123,2,0,0,0,0,0,5,130,2,8
ORD,Terminal 5,1/24/2017,1100 - 1200,11,26,15,26,13,26,104,61,0,0,0,0,0,6,171,2,11
ORD,Terminal 5,1/24/2017,1200 - 1300,5,27,13,32,10,32,523,167,2,0,0,0,0,42,734,4,25
ORD,Terminal 5,1/24/2017,1300 - 1400,8,39,14,38,11,39,884,322,31,0,0,0,0,98,1335,7,26
ORD,Terminal 5,1/24/2017,1400 - 1500,7,31,11,31,9,31,965,173,4,0,0,0,0,47,1189,7,23
ORD,Terminal 5,1/24/2017,1500 - 1600,20,37,8,35,16,37,162,126,37,0,0,0,0,19,344,2,20
ORD,Terminal 5,1/24/2017,1600 - 1700,5,21,10,25,8,25,360,84,0,0,0,0,0,15,459,4,19
ORD,Terminal 5,1/24/2017,1700 - 1800,14,37,15,42,14,42,645,450,53,0,0,0,0,44,1192,7,22
ORD,Terminal 5,1/24/2017,1800 - 1900,8,22,10,25,8,25,759,110,0,0,0,0,0,35,904,8,19
ORD,Terminal 5,1/24/2017,1900 - 2000,9,29,10,29,10,29,628,156,0,0,0,0,0,27,811,4,14
ORD,Terminal 5,1/24/2017,2000 - 2100,5,14,7,18,6,18,177,5,0,0,0,0,0,10,192,1,11
ORD,Terminal 5,1/24/2017,2100 - 2200,4,12,7,14,4,14,65,0,0,0,0,0,0,2,67,1,2
ORD,Terminal 5,1/24/2017,2200 - 2300,15,47,29,60,21,60,69,68,24,20,0,0,0,12,193,2,6
ORD,Terminal 5,1/24/2017,2300 - 0000,21,63,42,63,28,63,77,16,34,47,10,0,0,4,188,2,6
ORD,Terminal 5,1/25/2017,0500 - 0600,13,82,27,77,21,82,118,51,46,11,15,0,0,7,248,1,8
ORD,Terminal 5,1/25/2017,0600 - 0700,9,53,29,59,26,59,79,45,61,42,0,0,0,7,234,1,8
